,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1457,Greivis Vasquez,PG,29.0,MIL,23.0,460.0,7.4,0.435,0.529,0.188,1.3,10.3,5.8,28.5,1.1,0.0,21.1,18.5,-0.4,0.1,-0.3,-0.033,-3.0,-3.9,-6.9,-0.6
1458,Rashad Vaughn,SG,19.0,MIL,70.0,1001.0,4.2,0.39799999999999996,0.5529999999999999,0.055999999999999994,1.3,8.7,5.0,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.8,-0.036000000000000004,-4.3,-1.9,-6.1,-1.0
1459,Charlie Villanueva,PF,31.0,DAL,62.0,665.0,11.9,0.473,0.526,0.073,4.0,21.1,12.5,6.2,1.4,1.9,8.4,25.3,-0.6,0.8,0.2,0.016,-2.8,-1.8,-4.6,-0.4
1460,Noah Vonleh,PF,20.0,POR,78.0,1174.0,8.6,0.47100000000000003,0.165,0.183,8.4,19.8,14.1,3.7,1.2,1.7,14.3,13.0,0.0,1.1,1.2,0.047,-4.0,0.0,-4.0,-0.6
1461,Nikola Vucevic,C,25.0,ORL,65.0,2037.0,21.1,0.531,0.009000000000000001,0.14300000000000002,9.3,22.2,15.7,15.9,1.3,2.8,10.0,26.8,2.8,2.4,5.2,0.122,0.7,1.1,1.8,2.0
1462,Sasha Vujacic,SG,31.0,NYK,61.0,908.0,11.1,0.503,0.516,0.141,3.2,14.6,9.0,14.3,1.9,0.4,13.0,16.8,0.3,0.8,1.1,0.06,-0.8,-0.7,-1.5,0.1
1463,Dwyane Wade,SG,34.0,MIA,74.0,2258.0,20.3,0.517,0.037000000000000005,0.34299999999999997,4.3,10.7,7.6,27.4,1.8,1.4,13.0,31.6,2.4,2.6,4.9,0.105,0.9,-0.1,0.8,1.6
1464,Dion Waiters,SG,24.0,OKC,78.0,2152.0,9.4,0.49200000000000005,0.34,0.222,1.9,8.0,5.1,10.0,1.9,0.5,13.4,17.7,0.3,1.8,2.1,0.046,-1.5,-0.6,-2.1,-0.1
1465,Kemba Walker,PG,25.0,CHO,81.0,2885.0,20.8,0.5539999999999999,0.368,0.32899999999999996,2.1,11.5,6.8,25.7,2.2,1.1,10.1,26.5,6.3,3.6,9.9,0.165,4.0,0.0,4.0,4.4
1466,John Wall,PG,25.0,WAS,77.0,2784.0,19.8,0.51,0.243,0.255,1.7,13.8,7.6,46.2,2.5,1.7,17.5,28.6,2.2,3.5,5.7,0.098,2.2,1.0,3.2,3.7
1467,T.J. Warren,SF,22.0,PHO,47.0,1070.0,15.7,0.5489999999999999,0.159,0.145,5.7,9.3,7.5,7.2,1.7,1.2,6.4,19.9,1.7,0.6,2.2,0.10099999999999999,0.2,-1.3,-1.2,0.2
1468,C.J. Watson,PG,31.0,ORL,33.0,656.0,8.6,0.461,0.35,0.285,1.7,9.6,5.6,18.1,1.4,0.6,14.0,12.1,0.2,0.4,0.6,0.047,-2.5,-0.8,-3.3,-0.2
1469,Briante Weber,PG,23.0,TOT,7.0,169.0,8.9,0.38,0.128,0.10300000000000001,5.2,11.9,8.4,18.6,2.7,1.6,18.1,13.2,-0.2,0.2,0.0,0.004,-3.6,1.5,-2.1,0.0
1470,Sonny Weems,SG-SF,29.0,TOT,43.0,499.0,3.7,0.45899999999999996,0.373,0.136,1.5,10.3,5.8,14.2,1.0,0.2,26.0,13.5,-0.7,0.1,-0.5,-0.053,-5.7,-1.8,-7.6,-0.7
1471,David West,PF,35.0,SAS,78.0,1404.0,17.6,0.573,0.016,0.179,6.0,18.6,12.5,15.4,1.6,3.0,12.3,18.0,2.4,2.9,5.4,0.184,0.1,3.3,3.4,1.9
1472,Russell Westbrook,PG,27.0,OKC,80.0,2750.0,27.6,0.5539999999999999,0.23600000000000002,0.397,6.1,18.1,12.4,49.6,2.9,0.6,16.8,31.6,10.0,4.0,14.0,0.245,7.6,2.4,10.0,8.3
1473,Hassan Whiteside,C,26.0,MIA,73.0,2125.0,25.7,0.629,0.0,0.48200000000000004,13.1,32.4,23.1,2.4,1.1,9.7,14.2,20.7,5.0,5.3,10.3,0.233,-0.9,3.4,2.5,2.4
1474,Shayne Whittington,PF,24.0,IND,7.0,41.0,7.4,0.46299999999999997,0.182,0.182,13.4,18.6,16.0,10.9,1.2,2.0,29.6,18.1,-0.1,0.1,0.0,-0.009000000000000001,-5.4,1.0,-4.5,0.0
1475,Andrew Wiggins,SF,20.0,MIN,81.0,2845.0,16.5,0.5429999999999999,0.147,0.43700000000000006,4.3,7.5,5.9,10.1,1.4,1.3,10.6,27.2,3.4,0.7,4.1,0.069,0.4,-2.5,-2.1,-0.1
1476,C.J. Wilcox,SG,25.0,LAC,23.0,167.0,12.9,0.491,0.348,0.182,0.7,7.1,3.9,9.4,3.0,0.9,2.7,19.8,0.1,0.2,0.3,0.08900000000000001,-1.5,-0.9,-2.4,0.0
1477,Alan Williams,PF,23.0,PHO,10.0,68.0,21.1,0.48100000000000004,0.0,0.583,21.9,39.2,30.3,11.7,2.9,6.0,16.6,22.6,0.1,0.2,0.2,0.146,-2.5,4.0,1.5,0.1
1478,Deron Williams,PG,31.0,DAL,65.0,2106.0,14.6,0.53,0.364,0.266,1.0,8.9,5.0,29.3,1.5,0.6,14.8,22.0,2.2,1.4,3.7,0.083,0.9,-1.0,-0.1,1.0
1479,Derrick Williams,SF,24.0,NYK,80.0,1435.0,17.2,0.55,0.265,0.45299999999999996,3.6,18.7,11.3,8.9,1.0,0.5,8.3,23.3,2.4,1.2,3.6,0.12,-0.1,-2.4,-2.6,-0.2
1480,Elliot Williams,PG,26.0,MEM,5.0,45.0,3.3,0.34,0.4,0.4,2.4,7.9,5.1,12.4,0.0,0.0,7.8,12.7,0.0,0.0,0.0,-0.046,-5.2,-3.5,-8.7,-0.1
1481,Lou Williams,SG,29.0,LAL,67.0,1907.0,17.7,0.584,0.462,0.612,1.7,8.1,4.8,15.1,1.6,0.8,10.8,22.8,4.5,0.3,4.7,0.11900000000000001,3.0,-2.7,0.3,1.1
1482,Marvin Williams,PF,29.0,CHO,81.0,2338.0,16.8,0.585,0.506,0.193,5.9,18.6,12.2,7.6,1.2,2.7,7.1,16.8,4.7,3.2,7.8,0.161,1.7,1.0,2.7,2.7
1483,Mo Williams,PG,33.0,CLE,41.0,748.0,12.4,0.527,0.33799999999999997,0.139,0.9,9.9,5.4,21.1,1.0,0.5,15.1,22.8,0.4,0.7,1.1,0.067,-1.3,-2.1,-3.3,-0.2
1484,Justise Winslow,SF,19.0,MIA,78.0,2232.0,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.054000000000000006,-2.2,1.6,-0.6,0.8
1485,Jeff Withey,C,25.0,UTA,51.0,658.0,17.7,0.5770000000000001,0.012,0.364,10.0,20.7,15.4,5.0,1.7,6.8,13.0,15.1,1.1,1.3,2.3,0.171,-2.0,3.7,1.7,0.6
1486,Christian Wood,PF,20.0,PHI,17.0,145.0,16.4,0.49,0.20800000000000002,0.396,9.4,19.4,14.3,3.5,1.7,3.7,3.1,19.4,0.2,0.1,0.3,0.09699999999999999,-2.9,-1.6,-4.5,-0.1
1487,Metta World Peace,SF,36.0,LAL,35.0,590.0,8.3,0.435,0.475,0.322,3.4,13.2,8.1,7.2,1.9,1.5,6.9,16.2,-0.2,0.3,0.1,0.008,-2.8,-1.0,-3.8,-0.3
1488,Brandan Wright,PF,28.0,MEM,12.0,212.0,18.3,0.6629999999999999,0.0,0.462,7.2,16.3,11.6,4.7,1.2,6.6,13.8,15.4,0.4,0.2,0.7,0.147,-0.9,1.9,0.9,0.2
1489,Delon Wright,PG,23.0,TOR,27.0,229.0,17.8,0.54,0.163,0.43799999999999994,4.1,14.3,9.3,22.5,1.8,1.1,14.4,22.1,0.3,0.2,0.6,0.124,-0.1,-0.6,-0.7,0.1
1490,Tony Wroten,PG,22.0,PHI,8.0,144.0,1.8,0.41200000000000003,0.262,0.569,1.5,14.9,7.9,23.3,1.0,0.0,26.3,33.5,-0.8,0.0,-0.8,-0.263,-9.9,-3.5,-13.4,-0.4
1491,James Young,SG,20.0,BOS,29.0,199.0,3.6,0.384,0.722,0.111,2.1,11.9,6.9,6.0,1.5,0.4,11.7,9.1,-0.2,0.2,0.1,0.013000000000000001,-4.7,0.1,-4.6,-0.1
1492,Joe Young,PG,23.0,IND,41.0,384.0,9.9,0.428,0.272,0.14800000000000002,1.7,12.5,7.1,26.9,1.9,0.0,15.5,24.4,-0.5,0.5,-0.1,-0.009000000000000001,-3.9,-1.5,-5.4,-0.3
1493,Nick Young,SG,30.0,LAL,54.0,1033.0,9.1,0.483,0.637,0.204,1.4,9.0,5.1,5.4,1.1,0.5,6.9,18.5,0.1,0.0,0.1,0.003,-1.4,-3.5,-4.8,-0.7
1494,Thaddeus Young,PF,27.0,BRK,73.0,2407.0,17.5,0.5329999999999999,0.031,0.16899999999999998,8.1,23.0,15.4,9.5,2.3,1.2,11.6,21.6,1.9,2.2,4.1,0.081,-0.5,0.6,0.1,1.3
1495,Cody Zeller,C,23.0,CHO,73.0,1774.0,16.1,0.5920000000000001,0.023,0.531,8.4,19.7,14.0,6.3,1.6,2.9,11.2,15.4,3.6,2.7,6.3,0.16899999999999998,-1.0,2.0,1.0,1.3
1496,Tyler Zeller,C,26.0,BOS,60.0,710.0,15.4,0.539,0.0,0.37200000000000005,9.1,17.6,13.3,6.6,0.7,2.4,12.0,23.0,0.8,0.9,1.7,0.114,-3.2,-1.1,-4.4,-0.4
1497,Quincy Acy,PF,24.0,NYK,68.0,1287.0,11.9,0.5329999999999999,0.18100000000000002,0.293,6.9,20.5,13.5,8.7,1.1,1.4,13.8,15.5,1.0,0.7,1.7,0.063,-2.3,-0.8,-3.1,-0.3
1498,Jordan Adams,SG,20.0,MEM,30.0,248.0,12.8,0.489,0.29100000000000004,0.267,4.2,8.7,6.4,10.1,3.4,2.3,12.7,20.4,0.0,0.4,0.4,0.073,-1.8,1.2,-0.6,0.1
1499,Steven Adams,C,21.0,OKC,70.0,1771.0,14.1,0.5489999999999999,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,1.9,2.2,4.1,0.111,-1.4,1.8,0.4,1.1
1500,Jeff Adrien,PF,28.0,MIN,17.0,215.0,14.2,0.494,0.0,0.8640000000000001,11.9,29.6,20.5,10.5,0.9,3.3,12.9,14.3,0.2,0.2,0.4,0.087,-2.7,0.5,-2.2,0.0
1501,Arron Afflalo,SG,29.0,TOT,78.0,2502.0,10.7,0.5329999999999999,0.377,0.22399999999999998,1.1,9.7,5.3,8.2,0.8,0.2,10.7,19.0,1.6,1.0,2.6,0.05,-0.5,-1.3,-1.8,0.1
1502,Alexis Ajinca,C,26.0,NOP,68.0,957.0,19.9,0.595,0.0,0.301,12.4,25.0,18.7,8.2,1.2,4.0,15.6,21.1,1.9,1.2,3.2,0.159,-0.5,0.6,0.2,0.5
1503,Furkan Aldemir,PF,23.0,PHI,41.0,540.0,12.0,0.517,0.064,0.34600000000000003,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-2.7,2.0,-0.7,0.2
1504,Cole Aldrich,C,26.0,NYK,61.0,976.0,18.1,0.513,0.0,0.213,11.6,28.9,20.0,13.3,2.0,5.5,15.2,18.3,0.8,1.4,2.2,0.107,-2.2,3.1,0.9,0.7
1505,LaMarcus Aldridge,PF,29.0,POR,71.0,2512.0,22.8,0.528,0.07400000000000001,0.256,7.7,22.9,15.5,9.2,1.0,1.9,7.2,30.2,4.9,3.7,8.6,0.165,0.3,0.0,0.3,1.4
1506,Lavoy Allen,C,25.0,IND,63.0,1070.0,14.9,0.493,0.0,0.157,12.8,20.5,16.7,10.9,0.7,3.1,11.1,15.2,1.3,1.6,2.8,0.127,-1.4,2.2,0.8,0.8
1507,Tony Allen,SG,33.0,MEM,63.0,1648.0,14.6,0.528,0.064,0.27699999999999997,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,0.9,3.2,4.1,0.11900000000000001,-0.4,3.7,3.3,2.2
1508,Al-Farouq Aminu,SF,24.0,DAL,74.0,1366.0,14.4,0.504,0.34700000000000003,0.331,9.1,18.4,13.7,6.1,2.6,3.7,11.9,15.2,1.2,2.0,3.3,0.115,-0.5,2.9,2.4,1.5
1509,Lou Amundson,PF,32.0,TOT,53.0,937.0,11.8,0.442,0.004,0.341,11.3,22.0,16.5,12.2,1.2,4.6,17.5,17.4,-0.6,0.9,0.3,0.017,-4.0,2.0,-2.0,0.0
1510,Chris Andersen,C,36.0,MIA,60.0,1132.0,16.1,0.622,0.063,0.551,8.2,23.2,15.9,6.1,1.2,4.6,13.5,12.3,2.1,1.5,3.6,0.151,-1.2,2.3,1.0,0.9
1511,Alan Anderson,SG,32.0,BRK,74.0,1744.0,10.6,0.563,0.47700000000000004,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,1.7,1.1,2.7,0.075,0.0,-0.5,-0.5,0.6
1512,Kyle Anderson,SF,21.0,SAS,33.0,358.0,8.2,0.389,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,0.044000000000000004,-5.2,2.4,-2.7,-0.1
1513,Ryan Anderson,PF,26.0,NOP,61.0,1675.0,15.6,0.524,0.49200000000000005,0.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,2.6,0.9,3.5,0.1,2.0,-3.1,-1.1,0.4
1514,Giannis Antetokounmpo,SG,20.0,MIL,81.0,2541.0,14.8,0.552,0.055999999999999994,0.445,4.5,19.7,12.2,13.1,1.5,2.8,15.6,19.6,2.2,4.0,6.2,0.11699999999999999,-1.7,2.1,0.5,1.6
1515,Carmelo Anthony,SF,30.0,NYK,40.0,1428.0,21.5,0.531,0.222,0.294,5.7,16.0,10.7,18.0,1.5,1.0,8.9,32.2,2.2,0.6,2.9,0.09699999999999999,3.5,-2.2,1.4,1.2
1516,Joel Anthony,C,32.0,DET,49.0,406.0,14.7,0.607,0.0,0.355,8.2,17.0,12.4,1.8,1.5,9.5,14.3,9.1,0.5,0.7,1.2,0.142,-3.4,4.8,1.4,0.3
1517,Pero Antic,C,32.0,ATL,63.0,1037.0,9.5,0.508,0.584,0.41600000000000004,6.6,14.0,10.4,6.9,0.9,1.1,12.3,17.6,0.5,1.0,1.5,0.07,-1.3,-1.4,-2.7,-0.2
1518,Trevor Ariza,SF,29.0,HOU,82.0,2930.0,12.7,0.539,0.61,0.157,2.9,14.4,8.6,11.1,2.6,0.5,12.7,16.5,2.7,3.9,6.6,0.10800000000000001,0.6,1.3,1.9,2.9
1519,Darrell Arthur,PF,26.0,DEN,58.0,988.0,11.5,0.466,0.28600000000000003,0.154,5.6,13.4,9.3,9.3,2.4,2.1,10.3,20.0,-0.1,0.9,0.9,0.042,-1.8,0.7,-1.1,0.2
1520,Omer Asik,C,28.0,NOP,76.0,1982.0,15.5,0.545,0.0,0.546,14.0,28.8,21.4,5.4,0.8,2.1,15.7,14.0,2.8,2.2,5.0,0.12,-1.3,0.6,-0.7,0.6
1521,D.J. Augustin,PG,27.0,TOT,82.0,1964.0,13.9,0.527,0.38,0.317,1.1,7.9,4.4,28.2,1.3,0.1,16.4,19.8,2.5,0.9,3.4,0.083,0.2,-2.7,-2.5,-0.3
1522,Jeff Ayres,PF,27.0,SAS,51.0,383.0,14.4,0.618,0.0,0.379,11.2,23.3,17.3,5.5,1.1,1.6,19.0,16.3,0.6,0.6,1.2,0.147,-2.1,0.4,-1.7,0.0
1523,Luke Babbitt,SF,25.0,NOP,63.0,830.0,11.1,0.639,0.599,0.099,1.6,13.5,7.6,4.3,1.1,1.0,11.5,12.4,1.1,0.5,1.6,0.092,0.0,-1.4,-1.4,0.1
1524,Cameron Bairstow,PF,24.0,CHI,18.0,64.0,2.1,0.309,0.0,0.35700000000000004,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,-0.1,0.0,-0.1,-0.048,-6.7,-1.0,-7.7,-0.1
1525,Leandro Barbosa,SG,32.0,GSW,66.0,982.0,15.3,0.5579999999999999,0.29,0.192,2.6,7.2,5.0,14.9,2.0,0.6,9.5,20.5,1.6,1.2,2.8,0.13699999999999998,0.4,-1.2,-0.8,0.3
1526,J.J. Barea,PG,30.0,DAL,77.0,1362.0,15.1,0.502,0.312,0.175,1.8,9.0,5.4,29.6,1.2,0.1,10.8,21.2,2.1,0.6,2.7,0.096,1.0,-2.5,-1.5,0.2
1527,Andrea Bargnani,C,29.0,NYK,29.0,785.0,16.6,0.527,0.114,0.29600000000000004,4.6,14.4,9.3,11.3,0.1,2.9,9.3,26.4,0.8,0.2,0.9,0.057999999999999996,-1.0,-2.7,-3.7,-0.3
1528,Harrison Barnes,SF,22.0,GSW,82.0,2318.0,13.4,0.573,0.32799999999999996,0.22899999999999998,5.6,15.1,10.5,6.9,1.3,0.6,9.0,14.9,3.7,3.0,6.7,0.139,0.5,0.6,1.1,1.8
1529,Matt Barnes,SF,34.0,LAC,76.0,2271.0,11.3,0.574,0.603,0.152,2.6,12.2,7.5,7.2,1.5,1.8,11.6,14.9,2.2,2.1,4.3,0.091,0.9,0.7,1.6,2.1
1530,Earl Barron,C,33.0,PHO,16.0,143.0,5.0,0.361,0.10300000000000001,0.308,10.6,10.8,10.7,4.9,1.4,1.1,10.1,15.1,-0.1,0.1,0.0,-0.011000000000000001,-5.0,-0.9,-5.9,-0.1
1531,Will Barton,SG,24.0,TOT,58.0,983.0,13.6,0.503,0.24100000000000002,0.266,2.8,15.3,8.9,13.0,2.5,1.5,13.4,20.2,0.2,1.1,1.3,0.063,-1.7,1.1,-0.6,0.3
1532,Brandon Bass,PF,29.0,BOS,82.0,1929.0,16.3,0.557,0.047,0.313,7.8,14.9,11.3,8.6,1.1,1.3,9.6,19.5,3.4,1.9,5.3,0.132,-0.4,-0.1,-0.5,0.7
1533,Nicolas Batum,SF,26.0,POR,71.0,2380.0,13.1,0.516,0.515,0.163,2.8,15.6,9.4,20.5,1.7,1.2,17.0,14.6,2.0,3.2,5.2,0.105,0.6,2.6,3.1,3.1
1534,Jerryd Bayless,PG,26.0,MIL,77.0,1717.0,11.1,0.519,0.233,0.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,0.3,2.0,2.4,0.066,-2.3,-0.3,-2.6,-0.3
1535,Aron Baynes,C,28.0,SAS,70.0,1122.0,15.9,0.618,0.012,0.318,11.2,20.7,16.1,4.9,0.7,1.5,14.8,17.8,2.3,1.6,3.9,0.166,-0.7,-0.2,-1.0,0.3
1536,Kent Bazemore,SG,25.0,ATL,75.0,1324.0,9.7,0.52,0.39899999999999997,0.302,1.9,16.8,9.6,8.6,2.0,2.1,16.3,15.5,-0.4,1.9,1.6,0.057,-3.1,1.3,-1.8,0.1
1537,Bradley Beal,SG,21.0,WAS,63.0,2107.0,14.0,0.521,0.304,0.195,3.1,9.6,6.4,15.0,1.8,0.7,11.7,22.5,1.3,2.4,3.7,0.085,0.5,-0.1,0.5,1.3
1538,Michael Beasley,PF,26.0,MIA,24.0,505.0,10.6,0.474,0.16,0.12300000000000001,2.9,17.9,10.6,11.5,1.6,2.2,14.2,24.2,-0.6,0.5,-0.1,-0.006999999999999999,-4.3,-0.4,-4.7,-0.3
1539,Marco Belinelli,SG,28.0,SAS,62.0,1388.0,12.4,0.5529999999999999,0.489,0.21100000000000002,2.2,10.5,6.4,10.3,1.1,0.2,10.6,18.8,1.5,1.4,2.9,0.1,0.6,-1.1,-0.5,0.5
1540,Anthony Bennett,PF,21.0,MIN,57.0,894.0,11.4,0.45799999999999996,0.077,0.215,6.5,21.6,13.8,8.7,1.5,1.4,10.0,17.8,-0.1,0.4,0.3,0.017,-3.6,-1.2,-4.8,-0.6
1541,Patrick Beverley,PG,26.0,HOU,56.0,1727.0,11.3,0.509,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,1.7,1.8,3.5,0.096,0.5,0.3,0.8,1.2
1542,Sim Bhullar,C,22.0,SAC,3.0,3.0,44.3,0.5,0.0,0.0,0.0,36.5,18.9,78.5,0.0,26.3,0.0,29.4,0.0,0.0,0.0,0.389,9.4,17.1,26.6,0.0
1543,Bismack Biyombo,C,22.0,CHO,64.0,1243.0,15.2,0.578,0.0,0.941,13.7,22.6,18.0,2.0,0.7,6.3,16.5,11.6,1.8,2.2,4.0,0.156,-3.2,2.8,-0.4,0.5
1544,Tarik Black,C,23.0,TOT,63.0,1196.0,14.7,0.583,0.004,0.43200000000000005,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,2.2,0.9,3.1,0.124,-1.0,-0.6,-1.6,0.1
1545,DeJuan Blair,PF,25.0,WAS,29.0,180.0,7.7,0.469,0.0,0.105,10.3,24.5,17.5,2.6,2.0,0.4,17.9,18.3,-0.2,0.3,0.1,0.033,-6.4,-1.0,-7.4,-0.2
1546,Steve Blake,PG,34.0,POR,81.0,1529.0,9.5,0.507,0.67,0.125,1.1,8.3,4.8,26.2,1.4,0.2,23.2,13.2,0.7,1.4,2.1,0.066,-1.2,-0.9,-2.1,0.0
1547,Eric Bledsoe,PG,25.0,PHO,81.0,2800.0,18.4,0.555,0.26,0.42200000000000004,2.8,13.9,8.3,27.9,2.3,1.2,18.1,23.7,4.1,2.9,7.0,0.11900000000000001,1.7,0.9,2.6,3.3
1548,Vander Blue,SG,22.0,LAL,2.0,74.0,4.0,0.342,0.33299999999999996,0.16699999999999998,2.9,10.9,6.7,16.8,2.1,0.0,15.7,23.0,-0.3,0.0,-0.2,-0.156,-6.0,-2.5,-8.5,-0.1
1549,Bojan Bogdanovic,SF,25.0,BRK,78.0,1854.0,11.6,0.562,0.444,0.184,3.0,9.8,6.4,5.8,0.9,0.4,11.1,17.2,1.7,0.7,2.4,0.062,0.0,-1.9,-1.8,0.1
1550,Andrew Bogut,C,30.0,GSW,67.0,1583.0,15.8,0.565,0.0,0.11800000000000001,9.9,26.5,18.5,15.4,1.2,5.3,22.1,13.2,1.9,3.4,5.2,0.159,-1.4,5.5,4.1,2.4
1551,Matt Bonner,PF,34.0,SAS,72.0,935.0,10.1,0.536,0.5479999999999999,0.161,3.6,10.2,7.0,7.1,0.5,1.0,4.3,12.5,1.3,0.9,2.1,0.11,-0.2,-0.7,-0.9,0.3
1552,Trevor Booker,PF,27.0,UTA,79.0,1564.0,15.3,0.536,0.18100000000000002,0.319,10.3,19.0,14.7,9.0,1.5,2.1,14.3,18.1,1.7,1.9,3.6,0.11,-0.6,0.7,0.2,0.9
1553,Carlos Boozer,PF,33.0,LAL,71.0,1692.0,16.4,0.517,0.0,0.20199999999999999,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,1.2,1.0,2.2,0.062,-1.8,-1.5,-3.3,-0.6
1554,Chris Bosh,C,30.0,MIA,44.0,1556.0,19.8,0.5479999999999999,0.226,0.311,3.6,20.0,12.0,12.0,1.4,1.4,10.1,28.4,2.1,1.5,3.6,0.111,1.0,-1.0,-0.1,0.8
1555,Avery Bradley,SG,24.0,BOS,77.0,2428.0,11.5,0.507,0.348,0.099,2.0,8.9,5.4,8.9,1.7,0.5,9.4,21.0,0.4,2.1,2.5,0.049,-0.8,-0.9,-1.7,0.2
1556,Elton Brand,C,35.0,ATL,36.0,486.0,9.4,0.457,0.011000000000000001,0.242,6.8,16.4,11.8,6.4,1.8,4.3,14.6,11.6,-0.1,0.8,0.7,0.07,-4.5,3.1,-1.4,0.1
1557,Corey Brewer,SF,28.0,TOT,80.0,2087.0,13.9,0.507,0.292,0.281,4.2,11.7,7.9,13.8,2.7,0.7,12.7,21.6,1.0,2.1,3.1,0.071,-0.8,-0.3,-1.1,0.5
1558,Aaron Brooks,PG,30.0,CHI,82.0,1885.0,14.4,0.534,0.38299999999999995,0.213,1.9,7.5,4.8,24.2,1.5,0.6,14.9,25.0,1.7,1.5,3.3,0.083,1.0,-2.4,-1.4,0.3
1559,Jabari Brown,SG,22.0,LAL,19.0,568.0,11.0,0.547,0.365,0.5,0.6,6.7,3.5,11.0,1.1,0.3,13.4,18.8,0.4,0.0,0.4,0.033,-0.8,-3.0,-3.8,-0.3
1560,Lorenzo Brown,PG,24.0,MIN,29.0,549.0,11.0,0.46799999999999997,0.23,0.156,2.8,12.0,7.3,24.9,2.6,0.9,18.7,12.9,0.1,0.2,0.3,0.025,-1.9,-0.6,-2.6,-0.1
1561,Markel Brown,SG,23.0,BRK,47.0,781.0,9.1,0.45899999999999996,0.305,0.271,2.3,13.0,7.7,7.4,2.1,1.2,10.3,15.3,-0.2,0.7,0.5,0.031,-3.0,0.3,-2.7,-0.1
1562,Shannon Brown,SG,29.0,MIA,5.0,89.0,4.4,0.48200000000000004,0.368,0.21100000000000002,0.0,1.3,0.7,5.2,2.4,0.0,16.2,13.1,-0.1,0.0,0.0,-0.016,-4.2,-1.9,-6.1,-0.1
1563,Kobe Bryant,SG,36.0,LAL,35.0,1207.0,17.6,0.47700000000000004,0.258,0.33799999999999997,2.3,16.5,9.1,29.9,2.0,0.5,13.5,34.9,-0.4,0.6,0.2,0.006,1.6,-1.3,0.3,0.7
1564,Chase Budinger,SF,26.0,MIN,67.0,1286.0,12.2,0.537,0.36700000000000005,0.20800000000000002,2.8,15.1,8.8,8.0,1.7,0.6,10.3,16.3,1.1,0.2,1.3,0.049,-0.9,-1.9,-2.8,-0.3
1565,Reggie Bullock,SF,23.0,TOT,36.0,338.0,6.2,0.466,0.657,0.129,0.3,16.0,8.3,3.2,1.5,0.9,9.8,10.9,-0.2,0.3,0.1,0.019,-3.6,-0.4,-4.0,-0.2
1566,Trey Burke,PG,22.0,UTA,76.0,2288.0,12.6,0.455,0.38799999999999996,0.14400000000000002,1.6,8.7,5.2,25.0,1.5,0.5,10.4,23.9,0.8,1.6,2.4,0.05,0.0,-1.9,-1.9,0.1
1567,Alec Burks,SG,23.0,UTA,27.0,899.0,13.0,0.524,0.22699999999999998,0.43,2.5,12.1,7.3,15.2,1.0,0.4,12.7,20.8,1.1,0.6,1.7,0.08900000000000001,-0.4,-1.1,-1.6,0.1
1568,Caron Butler,SF,34.0,DET,78.0,1623.0,9.3,0.544,0.5529999999999999,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,1.3,1.0,2.4,0.07,-1.0,-0.5,-1.5,0.2
1569,Jimmy Butler,SG,25.0,CHI,65.0,2513.0,21.3,0.583,0.212,0.508,5.1,11.2,8.2,14.4,2.3,1.0,7.7,21.6,8.2,3.0,11.2,0.214,4.1,0.6,4.7,4.2
1570,Rasual Butler,SF,35.0,WAS,75.0,1505.0,11.4,0.531,0.455,0.13,2.1,12.4,7.4,6.5,1.0,1.2,8.1,17.9,1.0,1.6,2.6,0.084,-0.8,-0.8,-1.7,0.1
1571,Dwight Buycks,PG,25.0,LAL,6.0,123.0,13.1,0.586,0.275,0.25,1.7,9.3,5.4,18.4,1.2,0.0,21.3,20.4,0.1,0.0,0.1,0.027000000000000003,-1.6,-3.3,-4.9,-0.1
1572,Will Bynum,SG,32.0,WAS,7.0,67.0,4.8,0.336,0.29,0.129,3.4,6.6,5.0,42.2,0.8,1.2,19.6,27.6,-0.2,0.1,-0.2,-0.132,-5.8,-3.3,-9.1,-0.1
1573,Bruno Caboclo,SF,19.0,TOR,8.0,23.0,-1.8,0.41700000000000004,0.25,0.0,5.0,5.0,5.0,0.0,0.0,3.5,25.0,31.5,-0.1,0.0,-0.1,-0.275,-12.6,-6.3,-18.9,-0.1
