,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1785,Kalin Lucas,PG,25.0,MEM,1.0,6.0,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,7.6,0.0,0.0,0.0,-0.057,-7.9,6.6,-1.3,0.0
1786,John Lucas III,PG,32.0,DET,21.0,272.0,13.0,0.461,0.27899999999999997,0.048,1.5,5.0,3.2,36.0,1.5,0.0,13.1,19.9,0.2,0.1,0.3,0.057999999999999996,-1.1,-4.4,-5.5,-0.2
1787,Shelvin Mack,PG,24.0,ATL,55.0,833.0,13.2,0.489,0.435,0.106,1.1,9.5,5.4,28.6,1.8,0.2,13.8,19.5,0.5,0.8,1.3,0.075,-0.9,-2.2,-3.1,-0.2
1788,Ian Mahinmi,C,28.0,IND,61.0,1146.0,10.8,0.516,0.0,0.48100000000000004,10.2,24.0,17.2,4.4,1.3,3.1,18.7,12.5,0.1,2.0,2.1,0.09,-3.8,2.6,-1.2,0.2
1789,Devyn Marble,SG,22.0,ORL,16.0,208.0,5.9,0.36200000000000004,0.5,0.364,2.7,14.4,8.4,11.5,2.2,0.8,15.0,13.1,-0.3,0.2,-0.1,-0.031,-4.7,0.2,-4.5,-0.1
1790,Shawn Marion,SF,36.0,CLE,57.0,1101.0,11.0,0.489,0.172,0.127,6.8,14.2,10.5,6.9,1.3,1.9,10.5,12.9,0.8,0.9,1.7,0.07400000000000001,-2.0,0.7,-1.3,0.2
1791,Kendall Marshall,PG,23.0,MIL,28.0,417.0,12.4,0.562,0.455,0.08900000000000001,0.6,7.1,3.8,31.1,2.6,0.0,25.0,15.1,0.3,0.5,0.8,0.08800000000000001,-1.7,-2.4,-4.1,-0.2
1792,Cartier Martin,SF,30.0,DET,23.0,198.0,1.6,0.34,0.623,0.0,0.0,11.4,5.5,8.0,0.8,0.4,8.6,13.0,-0.3,0.1,-0.2,-0.053,-5.5,-1.6,-7.1,-0.3
1793,Kenyon Martin,PF,37.0,MIL,11.0,104.0,10.0,0.43700000000000006,0.0,0.091,6.7,14.2,10.5,7.0,2.5,4.9,11.6,11.2,0.0,0.2,0.2,0.086,-4.4,3.6,-0.8,0.0
1794,Kevin Martin,SG,31.0,MIN,39.0,1302.0,16.7,0.5489999999999999,0.306,0.309,1.6,11.1,6.2,12.5,1.3,0.1,9.7,26.6,2.0,-0.1,1.9,0.069,1.8,-3.9,-2.1,0.0
1795,Wesley Matthews,SG,28.0,POR,60.0,2024.0,16.1,0.586,0.5920000000000001,0.193,2.1,9.5,5.9,10.8,1.9,0.4,9.0,19.8,4.0,2.2,6.2,0.147,3.8,0.1,3.9,3.0
1796,Jason Maxiell,PF,31.0,CHO,61.0,878.0,10.4,0.455,0.0,0.37,10.5,15.1,12.7,3.4,1.1,4.0,11.5,13.1,0.1,1.2,1.4,0.07400000000000001,-4.5,1.9,-2.6,-0.1
1797,O.J. Mayo,SG,27.0,MIL,71.0,1697.0,13.5,0.529,0.395,0.198,2.0,10.5,6.3,19.4,1.7,0.9,14.4,23.6,0.9,1.9,2.8,0.079,0.0,-1.3,-1.3,0.3
1798,Luc Mbah a Moute,PF,28.0,PHI,67.0,1916.0,10.6,0.466,0.318,0.256,4.4,14.6,9.3,9.8,2.1,0.9,12.3,18.3,-0.9,2.0,1.1,0.027000000000000003,-3.2,0.1,-3.2,-0.6
1799,James Michael McAdoo,PF,22.0,GSW,15.0,137.0,17.7,0.564,0.0,0.568,12.2,16.8,14.6,2.1,1.8,4.9,9.8,19.4,0.2,0.3,0.5,0.177,-2.3,0.5,-1.8,0.0
1800,Ray McCallum,PG,23.0,SAC,68.0,1436.0,12.5,0.496,0.23600000000000002,0.179,4.3,9.8,7.1,21.3,1.6,0.6,14.4,18.2,0.8,0.5,1.4,0.045,-0.4,-1.3,-1.7,0.1
1801,CJ McCollum,SG,23.0,POR,62.0,973.0,13.1,0.534,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.08900000000000001,-0.4,-0.3,-0.7,0.3
1802,K.J. McDaniels,SG,21.0,TOT,62.0,1352.0,10.6,0.494,0.34600000000000003,0.306,5.0,11.4,8.0,9.3,1.6,4.2,17.6,19.3,-0.9,1.5,0.6,0.02,-3.8,1.1,-2.7,-0.2
1803,Doug McDermott,SF,23.0,CHI,36.0,321.0,6.1,0.48,0.38299999999999995,0.14,2.1,12.2,7.3,3.0,0.6,0.2,13.0,18.3,-0.3,0.2,0.0,-0.005,-4.8,-3.3,-8.0,-0.5
1804,Mitch McGary,PF,22.0,OKC,32.0,485.0,16.6,0.55,0.012,0.242,11.9,24.4,18.2,4.6,1.7,2.6,14.5,19.0,0.6,0.7,1.3,0.127,-2.3,-0.1,-2.4,-0.1
1805,JaVale McGee,C,27.0,TOT,23.0,256.0,14.4,0.5670000000000001,0.0,0.418,7.3,18.9,12.9,2.0,0.4,6.1,16.1,18.9,0.1,0.3,0.4,0.071,-5.3,-0.3,-5.6,-0.2
1806,Ben McLemore,SG,21.0,SAC,82.0,2670.0,10.4,0.552,0.47100000000000003,0.193,1.4,8.6,5.1,8.4,1.5,0.6,13.3,17.2,1.7,0.8,2.5,0.045,0.4,-1.3,-0.8,0.8
1807,Jerel McNeal,PG,27.0,PHO,6.0,36.0,1.2,0.379,0.182,0.182,0.0,9.2,4.6,7.8,4.2,2.1,29.6,20.6,-0.2,0.1,-0.1,-0.149,-10.2,1.7,-8.5,-0.1
1808,Josh McRoberts,PF,27.0,MIA,17.0,296.0,10.2,0.613,0.358,0.245,2.9,15.1,9.1,17.5,2.1,0.9,27.3,12.8,0.1,0.3,0.4,0.07,-1.7,0.6,-1.1,0.1
1809,Jodie Meeks,SG,27.0,DET,60.0,1462.0,14.1,0.5479999999999999,0.397,0.3,0.9,7.1,3.9,8.8,2.1,0.3,8.6,20.1,2.2,0.9,3.1,0.10300000000000001,0.7,-1.6,-0.9,0.4
1810,Gal Mekel,PG,26.0,NOP,4.0,43.0,0.5,0.15,0.15,0.0,0.0,2.6,1.3,42.2,2.4,0.0,9.1,23.3,-0.2,0.0,-0.2,-0.23800000000000002,-10.3,-6.3,-16.6,-0.2
1811,Khris Middleton,SF,23.0,MIL,79.0,2378.0,15.6,0.563,0.308,0.18,2.3,14.3,8.4,12.7,2.6,0.4,10.8,19.9,3.2,3.5,6.7,0.135,0.9,0.5,1.4,2.0
1812,C.J. Miles,SG,27.0,IND,70.0,1841.0,14.1,0.525,0.539,0.195,1.1,11.7,6.4,7.1,1.7,1.1,7.5,23.9,1.3,2.3,3.6,0.09300000000000001,1.0,-1.3,-0.3,0.8
1813,Andre Miller,PG,38.0,TOT,81.0,1253.0,13.3,0.5479999999999999,0.11699999999999999,0.266,3.4,10.2,6.9,34.5,1.3,0.4,24.3,15.3,1.4,0.8,2.2,0.084,-1.2,-1.8,-3.0,-0.3
1814,Darius Miller,SF,24.0,NOP,5.0,43.0,-5.1,0.14300000000000002,0.14300000000000002,0.0,0.0,2.6,1.3,6.1,1.2,0.0,12.5,8.5,-0.1,0.0,-0.1,-0.122,-8.4,-1.5,-9.9,-0.1
1815,Mike Miller,SF,34.0,CLE,52.0,701.0,4.6,0.47100000000000003,0.86,0.035,0.7,14.0,7.4,9.0,1.0,0.5,16.6,8.9,-0.1,0.5,0.4,0.027999999999999997,-2.6,-0.3,-3.0,-0.2
1816,Quincy Miller,PF,22.0,TOT,10.0,119.0,7.4,0.33799999999999997,0.474,0.289,3.7,14.9,9.4,9.8,3.0,3.3,10.5,17.8,-0.2,0.2,-0.1,-0.03,-5.0,1.3,-3.7,-0.1
1817,Patty Mills,PG,26.0,SAS,51.0,801.0,13.0,0.496,0.542,0.11900000000000001,3.0,7.5,5.3,16.9,1.8,0.2,9.0,22.1,0.6,0.9,1.4,0.087,1.0,-1.8,-0.7,0.3
1818,Elijah Millsap,SG,27.0,UTA,47.0,924.0,7.9,0.45,0.37799999999999995,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17.0,-1.0,1.4,0.4,0.02,-3.5,1.9,-1.6,0.1
1819,Paul Millsap,PF,29.0,ATL,73.0,2390.0,20.0,0.565,0.23199999999999998,0.36200000000000004,6.9,20.0,13.6,15.4,2.8,2.4,13.3,23.8,4.0,4.3,8.3,0.166,1.6,2.6,4.2,3.7
1820,Nikola Mirotic,PF,23.0,CHI,82.0,1654.0,17.9,0.556,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,3.0,2.7,5.7,0.165,1.2,0.0,1.2,1.3
1821,Nazr Mohammed,C,37.0,CHI,23.0,128.0,8.7,0.431,0.0,0.1,9.6,22.3,16.1,3.6,1.6,2.8,18.3,13.4,-0.1,0.2,0.1,0.04,-6.1,0.9,-5.3,-0.1
1822,Greg Monroe,PF,24.0,DET,69.0,2137.0,21.2,0.5489999999999999,0.0,0.39399999999999996,11.2,25.1,17.9,11.7,1.9,1.3,13.0,23.9,4.0,2.8,6.8,0.153,0.6,1.3,1.9,2.1
1823,E'Twaun Moore,SG,25.0,CHI,56.0,504.0,10.3,0.504,0.273,0.14400000000000002,2.7,7.1,5.0,10.4,2.1,0.9,8.7,14.4,0.3,0.5,0.8,0.08,-1.8,-0.6,-2.5,-0.1
1824,Eric Moreland,PF,23.0,SAC,3.0,2.0,40.8,1.0,0.0,0.0,0.0,54.8,28.4,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.431,5.8,-10.2,-4.5,0.0
1825,Darius Morris,PG,24.0,BRK,38.0,299.0,6.7,0.377,0.311,0.085,2.6,7.5,5.1,24.7,1.6,0.0,16.0,20.0,-0.5,0.1,-0.4,-0.068,-4.4,-2.8,-7.2,-0.4
1826,Marcus Morris,PF,25.0,PHO,81.0,2045.0,13.7,0.52,0.41,0.14800000000000002,3.9,16.9,10.3,10.2,1.5,0.6,8.2,19.0,2.2,1.8,4.0,0.09300000000000001,0.2,-0.6,-0.4,0.8
1827,Markieff Morris,PF,25.0,PHO,82.0,2581.0,15.8,0.523,0.163,0.21100000000000002,4.6,17.0,10.7,12.4,2.0,1.2,12.4,23.3,1.8,2.7,4.6,0.085,-0.7,0.5,-0.2,1.2
1828,Anthony Morrow,SG,29.0,OKC,74.0,1806.0,14.8,0.604,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,4.4,1.2,5.7,0.151,2.4,-1.8,0.6,1.2
1829,Donatas Motiejunas,PF,24.0,HOU,71.0,2037.0,14.4,0.5529999999999999,0.19,0.237,7.4,15.4,11.4,10.8,1.4,1.3,13.7,19.1,2.4,2.3,4.7,0.11,-0.6,0.5,-0.1,1.0
1830,Timofey Mozgov,C,28.0,TOT,81.0,2045.0,16.6,0.594,0.011000000000000001,0.382,11.0,21.4,16.1,4.3,0.8,3.7,14.9,16.9,3.5,2.2,5.7,0.133,-1.2,0.8,-0.4,0.8
1831,Shabazz Muhammad,SG,22.0,MIN,38.0,866.0,19.9,0.556,0.128,0.365,8.1,12.4,10.2,9.6,1.1,0.6,7.1,25.3,2.1,-0.1,2.0,0.11,2.0,-3.8,-1.8,0.0
1832,Toure' Murry,SG-PG,25.0,TOT,5.0,18.0,1.1,0.51,0.0,0.4,6.4,0.0,3.1,8.3,2.8,0.0,40.5,24.9,-0.1,0.0,-0.1,-0.171,-10.0,-1.2,-11.2,0.0
1833,Mike Muscala,PF,23.0,ATL,40.0,502.0,18.0,0.608,0.146,0.166,12.2,14.8,13.5,8.0,1.6,3.2,11.5,16.7,1.2,0.7,1.9,0.179,0.8,0.9,1.7,0.5
1834,Shabazz Napier,PG,23.0,MIA,51.0,1012.0,9.3,0.517,0.518,0.24600000000000002,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,-0.3,0.8,0.5,0.024,-2.0,-0.6,-2.6,-0.2
1835,Gary Neal,SG,30.0,TOT,54.0,1193.0,11.1,0.483,0.326,0.268,1.3,11.0,6.0,14.5,1.0,0.1,10.4,23.8,-0.2,0.8,0.6,0.023,-1.7,-2.6,-4.3,-0.7
1836,Jameer Nelson,PG,32.0,TOT,63.0,1407.0,12.1,0.503,0.512,0.071,2.5,8.9,5.7,27.8,1.7,0.3,17.3,19.5,0.6,0.8,1.4,0.047,0.6,-1.6,-1.0,0.4
1837,Andrew Nicholson,PF,25.0,ORL,40.0,492.0,10.3,0.483,0.21600000000000003,0.132,3.8,15.2,9.4,7.3,0.6,2.0,10.7,20.8,-0.2,0.3,0.1,0.006999999999999999,-4.0,-2.1,-6.2,-0.5
1838,Joakim Noah,C,29.0,CHI,67.0,2049.0,15.3,0.48200000000000004,0.005,0.40700000000000003,11.9,22.1,17.1,23.0,1.2,2.6,19.6,13.7,2.4,3.1,5.6,0.13,-0.2,3.6,3.4,2.8
1839,Nerlens Noel,C,20.0,PHI,75.0,2311.0,15.0,0.493,0.0,0.35200000000000004,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,-0.2,4.2,4.0,0.083,-3.7,4.5,0.8,1.6
1840,Lucas Nogueira,C,22.0,TOR,6.0,23.0,5.2,0.307,0.0,0.5,10.0,45.1,27.6,6.2,4.5,0.0,17.0,23.1,-0.1,0.1,0.0,-0.071,-11.0,0.7,-10.3,0.0
1841,Steve Novak,SF-PF,31.0,TOT,35.0,197.0,8.6,0.5539999999999999,0.857,0.036000000000000004,1.1,11.4,6.3,8.6,0.0,0.8,8.1,14.1,0.2,0.1,0.3,0.075,-0.2,-3.2,-3.4,-0.1
1842,Dirk Nowitzki,PF,36.0,DAL,77.0,2282.0,19.2,0.56,0.258,0.272,2.1,19.9,11.0,10.4,0.9,1.2,6.5,24.9,5.2,2.0,7.2,0.152,1.7,-1.0,0.7,1.5
1843,Jusuf Nurkic,C,20.0,DEN,62.0,1103.0,14.8,0.483,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,-0.2,1.8,1.6,0.069,-3.7,3.1,-0.6,0.4
1844,Johnny O'Bryant,PF,21.0,MIL,34.0,368.0,3.8,0.379,0.0,0.225,8.2,11.7,10.0,7.1,0.7,0.9,15.9,19.2,-0.8,0.3,-0.5,-0.063,-7.5,-1.6,-9.0,-0.7
1845,Kyle O'Quinn,PF,24.0,ORL,51.0,824.0,14.8,0.55,0.17800000000000002,0.23600000000000002,6.2,21.4,13.6,11.3,1.9,3.8,17.1,17.7,0.5,1.1,1.6,0.091,-2.1,2.0,-0.2,0.4
1846,Victor Oladipo,SG,22.0,ORL,72.0,2573.0,15.9,0.527,0.228,0.295,2.2,11.2,6.6,19.3,2.4,0.6,14.3,25.2,1.5,2.0,3.5,0.065,0.5,-0.5,0.0,1.3
1847,Kelly Olynyk,C,23.0,BOS,64.0,1423.0,15.9,0.5579999999999999,0.331,0.258,7.0,16.5,11.7,12.2,2.3,2.1,14.3,21.1,1.5,2.1,3.6,0.12,0.7,1.4,2.1,1.5
1848,Arinze Onuaku,C,27.0,MIN,6.0,68.0,22.8,0.7709999999999999,0.0,0.5710000000000001,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0.2,0.0,0.3,0.19699999999999998,2.5,-0.2,2.3,0.1
1849,Zaza Pachulia,C,30.0,MIL,73.0,1730.0,15.6,0.506,0.006,0.302,13.1,19.9,16.5,16.2,2.4,1.0,18.2,19.1,1.3,2.9,4.2,0.11599999999999999,-0.9,2.2,1.4,1.5
1850,Kostas Papanikolaou,SF,24.0,HOU,43.0,795.0,7.8,0.444,0.5379999999999999,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,-0.4,0.9,0.5,0.028999999999999998,-3.0,0.7,-2.3,-0.1
1851,Jannero Pargo,PG,35.0,CHO,9.0,73.0,14.9,0.5710000000000001,0.629,0.057,0.0,4.6,2.3,20.8,0.0,0.0,7.7,24.3,0.1,0.0,0.2,0.113,3.0,-6.1,-3.2,0.0
1852,Jabari Parker,PF,19.0,MIL,25.0,738.0,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1.0,1.3,0.08800000000000001,-1.4,0.2,-1.2,0.1
1853,Tony Parker,PG,32.0,SAS,68.0,1953.0,15.9,0.539,0.107,0.2,0.9,6.5,3.7,28.7,1.2,0.1,13.9,24.5,2.4,1.7,4.1,0.1,0.2,-2.2,-2.0,0.0
1854,Chandler Parsons,SF,26.0,DAL,66.0,2186.0,16.3,0.5670000000000001,0.419,0.233,3.2,13.0,8.1,11.4,1.6,0.7,9.5,20.6,3.8,1.7,5.5,0.121,2.7,-0.2,2.5,2.5
1855,Patrick Patterson,PF,25.0,TOR,81.0,2156.0,14.6,0.568,0.529,0.15,6.8,16.3,11.6,10.7,1.4,1.6,8.7,13.1,4.4,1.7,6.1,0.13699999999999998,2.5,0.7,3.2,2.8
1856,Chris Paul,PG,29.0,LAC,82.0,2857.0,26.0,0.596,0.298,0.27399999999999997,2.1,12.5,7.4,47.4,2.8,0.4,12.7,23.7,12.9,3.2,16.1,0.27,7.5,0.0,7.5,6.9
1857,Adreian Payne,PF,23.0,TOT,32.0,739.0,7.7,0.44299999999999995,0.040999999999999995,0.209,7.2,18.2,12.5,6.4,1.3,1.0,15.5,17.0,-0.7,0.2,-0.5,-0.033,-4.6,-1.3,-5.9,-0.7
1858,Elfrid Payton,PG,20.0,ORL,82.0,2489.0,13.8,0.456,0.059000000000000004,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,0.0,2.3,2.3,0.044000000000000004,-1.5,0.8,-0.7,0.8
1859,Nikola Pekovic,C,29.0,MIN,31.0,815.0,16.6,0.502,0.0,0.39299999999999996,12.1,21.0,16.4,5.7,1.2,1.2,9.8,23.1,0.9,0.2,1.2,0.069,-1.7,-2.8,-4.5,-0.5
1860,Kendrick Perkins,C,30.0,TOT,68.0,1148.0,7.0,0.467,0.004,0.366,8.7,21.2,15.1,6.3,0.7,2.9,26.5,13.6,-1.2,1.3,0.1,0.006,-5.5,1.3,-4.2,-0.6
1861,Paul Pierce,SF,37.0,WAS,73.0,1914.0,15.2,0.58,0.462,0.32,2.7,14.3,8.7,11.9,1.2,1.0,10.9,19.9,3.2,2.3,5.5,0.138,1.7,-0.2,1.5,1.7
1862,Mason Plumlee,C,24.0,BRK,82.0,1743.0,18.0,0.57,0.006,0.648,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,2.5,2.3,4.8,0.131,-0.5,1.4,0.8,1.2
1863,Miles Plumlee,C,26.0,TOT,73.0,1194.0,13.4,0.536,0.0,0.18100000000000002,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12.0,0.9,1.7,2.6,0.10300000000000001,-2.8,2.5,-0.2,0.5
1864,Quincy Pondexter,SF-SG,26.0,TOT,75.0,1793.0,9.9,0.55,0.546,0.215,3.4,9.0,6.2,7.7,0.6,1.0,9.4,13.8,2.1,0.8,2.9,0.078,0.5,-1.1,-0.7,0.6
1865,Otto Porter,SF,21.0,WAS,74.0,1432.0,11.6,0.523,0.266,0.20199999999999999,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,1.0,1.8,2.7,0.092,-1.4,0.9,-0.4,0.6
1866,Dwight Powell,PF,23.0,TOT,29.0,236.0,13.8,0.552,0.16399999999999998,0.493,8.3,14.9,11.6,5.5,1.9,2.1,11.9,17.5,0.3,0.3,0.6,0.122,-1.0,0.1,-0.9,0.1
1867,Phil Pressey,PG,23.0,BOS,50.0,600.0,11.8,0.45299999999999996,0.374,0.282,2.3,12.4,7.3,28.0,2.5,0.8,17.3,17.3,0.0,0.7,0.8,0.06,-2.3,0.0,-2.2,0.0
1868,A.J. Price,PG,28.0,TOT,26.0,324.0,12.0,0.451,0.41600000000000004,0.175,2.1,8.9,5.6,23.5,1.1,0.0,8.7,22.5,0.0,0.2,0.3,0.040999999999999995,-0.7,-3.1,-3.7,-0.1
1869,Ronnie Price,PG,31.0,LAL,43.0,982.0,10.2,0.455,0.489,0.20199999999999999,2.1,5.8,3.9,24.4,3.5,0.3,17.6,13.4,0.2,0.6,0.7,0.036000000000000004,-1.0,-1.0,-2.0,0.0
1870,Pablo Prigioni,PG,37.0,TOT,67.0,1197.0,12.2,0.557,0.728,0.18,2.8,8.6,5.7,21.5,3.4,0.1,20.1,11.6,1.3,1.0,2.3,0.092,0.0,-0.5,-0.5,0.5
1871,Tayshaun Prince,SF,34.0,TOT,58.0,1397.0,12.0,0.504,0.16699999999999998,0.162,4.1,12.8,8.3,10.3,1.1,0.9,7.5,15.0,1.3,1.2,2.5,0.086,-1.5,0.1,-1.3,0.2
1872,Miroslav Raduljica,C,27.0,MIN,5.0,23.0,3.3,0.45,0.0,0.25,9.7,15.4,12.4,0.0,2.2,0.0,18.4,20.9,0.0,0.0,0.0,-0.057,-8.2,-6.2,-14.4,-0.1
1873,Julius Randle,PF,20.0,LAL,1.0,14.0,-7.5,0.258,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,20.5,15.5,-0.1,0.0,-0.1,-0.276,-12.3,-4.5,-16.8,-0.1
1874,Shavlik Randolph,PF,31.0,TOT,21.0,126.0,7.2,0.298,0.14300000000000002,0.34299999999999997,13.8,19.3,16.5,4.4,2.0,1.8,6.9,15.1,-0.2,0.2,0.0,-0.004,-5.8,0.0,-5.8,-0.1
1875,Zach Randolph,PF,33.0,MEM,71.0,2304.0,19.5,0.5379999999999999,0.021,0.32,11.2,25.8,18.5,11.4,1.6,0.5,12.8,24.3,3.4,3.8,7.2,0.149,0.4,1.1,1.5,2.0
1876,J.J. Redick,SG,30.0,LAC,78.0,2409.0,16.2,0.622,0.488,0.21600000000000003,1.0,6.6,3.9,9.0,0.8,0.3,8.5,21.0,5.8,0.9,6.7,0.134,3.4,-2.7,0.7,1.6
1877,Glen Rice,SG,24.0,WAS,5.0,43.0,-3.6,0.312,0.467,0.4,5.4,5.1,5.2,6.5,0.0,0.0,10.2,20.7,-0.1,0.0,-0.1,-0.121,-7.0,-4.1,-11.1,-0.1
1878,Jason Richardson,SG,34.0,PHI,19.0,416.0,11.7,0.45799999999999996,0.539,0.124,3.2,14.5,8.6,16.6,1.6,0.6,7.9,21.3,0.0,0.4,0.4,0.045,-1.0,-1.8,-2.9,-0.1
1879,Luke Ridnour,PG,33.0,ORL,47.0,683.0,10.0,0.507,0.358,0.11900000000000001,1.3,10.1,5.6,21.0,1.5,0.5,17.0,14.8,0.3,0.3,0.6,0.042,-2.3,-1.7,-4.0,-0.3
1880,Austin Rivers,PG-SG,22.0,TOT,76.0,1563.0,10.3,0.48100000000000004,0.264,0.254,2.0,8.9,5.5,14.7,1.6,0.7,10.5,17.9,0.5,1.0,1.5,0.046,-1.7,-1.2,-2.9,-0.4
1881,Andre Roberson,SG,23.0,OKC,67.0,1286.0,9.1,0.513,0.423,0.239,5.1,16.0,10.6,7.4,2.1,1.8,17.2,9.0,0.5,1.6,2.1,0.079,-1.8,2.1,0.3,0.7
1882,Brian Roberts,PG,29.0,CHO,72.0,1330.0,11.7,0.495,0.42700000000000005,0.16399999999999998,1.0,8.2,4.5,20.3,1.3,0.4,10.5,18.6,0.6,1.2,1.8,0.064,-0.8,-1.7,-2.5,-0.2
1883,Glenn Robinson,SG-SF,21.0,TOT,35.0,261.0,8.5,0.47100000000000003,0.284,0.358,6.1,10.6,8.3,7.0,1.2,0.3,12.4,14.9,0.0,0.1,0.1,0.012,-3.9,-2.4,-6.3,-0.3
1884,Nate Robinson,PG,30.0,TOT,42.0,591.0,10.6,0.43200000000000005,0.439,0.18,3.1,6.2,4.6,25.7,1.7,0.4,9.8,22.5,0.0,0.2,0.3,0.021,-0.4,-2.8,-3.3,-0.2
1885,Thomas Robinson,PF,23.0,TOT,54.0,798.0,15.3,0.502,0.008,0.408,12.6,28.6,20.5,7.6,2.0,1.9,16.1,20.2,0.0,1.4,1.5,0.08900000000000001,-3.8,1.1,-2.7,-0.1
1886,Rajon Rondo,PG,28.0,TOT,68.0,2018.0,13.5,0.44799999999999995,0.133,0.121,3.9,16.4,10.1,39.3,2.3,0.3,23.6,19.5,-0.7,2.3,1.6,0.037000000000000005,-1.6,1.1,-0.5,0.8
1887,Derrick Rose,PG,26.0,CHI,51.0,1530.0,15.9,0.493,0.325,0.22399999999999998,2.6,8.7,5.7,30.7,1.2,0.8,14.9,31.7,0.0,1.2,1.2,0.038,1.1,-2.3,-1.3,0.3
1888,Terrence Ross,SF,23.0,TOR,82.0,2092.0,11.2,0.519,0.518,0.07400000000000001,1.8,10.7,6.2,6.5,1.3,1.0,8.1,18.3,1.3,1.0,2.4,0.054000000000000006,0.2,-1.8,-1.6,0.2
1889,Ricky Rubio,PG,24.0,MIN,22.0,692.0,15.2,0.452,0.233,0.324,3.0,18.1,10.3,43.5,2.8,0.1,20.4,20.0,0.1,0.4,0.5,0.033,0.1,-0.5,-0.5,0.3
1890,Damjan Rudez,SF,28.0,IND,68.0,1047.0,8.2,0.591,0.6459999999999999,0.087,0.9,4.1,2.5,7.9,0.8,0.4,14.7,13.8,0.6,0.7,1.3,0.061,-0.7,-1.8,-2.5,-0.1
1891,Brandon Rush,SG,29.0,GSW,33.0,271.0,0.8,0.255,0.5,0.204,1.6,14.3,8.2,5.4,0.9,3.3,15.8,11.2,-0.7,0.4,-0.3,-0.055999999999999994,-7.7,1.8,-6.0,-0.3
1892,Robert Sacre,C,25.0,LAL,67.0,1133.0,10.9,0.449,0.003,0.268,8.4,14.6,11.4,7.4,1.3,3.1,9.5,14.8,0.3,0.6,0.8,0.035,-3.3,0.4,-2.8,-0.2
1893,John Salmons,SF,35.0,NOP,21.0,270.0,5.1,0.42200000000000004,0.542,0.083,1.7,7.1,4.4,6.6,1.8,1.1,9.1,9.3,0.0,0.1,0.1,0.017,-2.7,-0.2,-2.9,-0.1
1894,JaKarr Sampson,SF,21.0,PHI,74.0,1131.0,9.4,0.498,0.36700000000000005,0.272,3.2,12.9,7.8,12.0,1.7,1.9,16.4,17.9,-0.5,1.1,0.6,0.025,-4.0,-0.4,-4.4,-0.7
1895,Larry Sanders,C,26.0,MIL,27.0,586.0,15.2,0.507,0.0,0.27899999999999997,13.2,19.2,16.2,6.3,2.3,5.6,12.7,17.0,0.4,1.2,1.6,0.132,-2.0,3.4,1.4,0.5
1896,Dennis Schroder,PG,21.0,ATL,77.0,1516.0,15.7,0.516,0.223,0.26899999999999996,2.3,9.9,6.2,34.6,1.7,0.2,16.8,27.0,1.1,1.4,2.5,0.08,-0.4,-2.1,-2.4,-0.2
1897,Luis Scola,PF,34.0,IND,81.0,1659.0,16.8,0.515,0.031,0.35200000000000004,9.3,25.6,17.5,11.0,1.5,0.8,11.3,22.8,1.7,2.7,4.4,0.126,-1.5,0.7,-0.7,0.5
1898,Mike Scott,PF,26.0,ATL,68.0,1123.0,15.1,0.5429999999999999,0.424,0.17,4.7,15.2,10.1,10.9,1.1,0.2,7.4,21.4,1.6,1.1,2.7,0.115,0.6,-2.1,-1.6,0.1
1899,Thabo Sefolosha,SF,30.0,ATL,52.0,976.0,13.8,0.506,0.313,0.233,6.4,19.3,13.1,11.2,2.8,1.8,12.2,14.6,0.8,1.7,2.5,0.121,-1.2,2.5,1.3,0.8
1900,Kevin Seraphin,C,25.0,WAS,79.0,1235.0,12.5,0.535,0.004,0.182,8.1,17.9,13.1,8.0,0.4,3.8,16.8,21.5,0.0,1.7,1.7,0.066,-3.7,0.7,-3.0,-0.3
1901,Ramon Sessions,PG,28.0,TOT,64.0,1188.0,11.1,0.49,0.18,0.518,2.3,11.2,6.9,23.0,1.2,0.0,17.3,18.7,0.4,0.7,1.1,0.044000000000000004,-2.3,-1.6,-3.9,-0.6
